Chris (I) Nolan,I Kissed a Vampire (2010)
Sam Karmann,La vérité ou presque (2007),À la petite semaine (2003)
Christian (I) Molina,De mayor quiero ser soldado (2010),Diario de una ninfómana (2008),Rojo sangre (2004)
Benoît Pétré,Foon (2005)
Reza (II) Karimi,Adamkosh (2010)
Bonni Cohen,The Rape of Europa (2006)
Rick (II) Ernst,Get Thrashed (2006)
Louis Myles,An Alternative Reality: The Football Manager Documentary (2014)
Paola (I) Mendoza,Entre nos (2009)
Murat Saraçoglu,120 (2008),72. Kogus (2011),Deli Deli Olma (2009),O... Çocuklari (2008),Yangin var (2011),Subat sogugu (2004),Yanik koza (2005)
The Vicious Brothers,Grave Encounters (2011)
Kerry Anne Mullaney,The Dead Outside (2008)
Johan (I) Lundh,Den som söker (2013)
Dave Christiano,Late One Night (2001)
C.S. Drury,Empty (2011/I)
Adam Rehmeier,The Bunny Game (2010)
Jonathan Teplitzky,Burning Man (2011/I),Gettin' Square (2003),The Railway Man (2013)
Paul (I) Gross,Men with Brooms (2002),Passchendaele (2008)
Eric Kutner,The Snake (2008)
Anna Negri,Riprendimi (2008)
Susanna (I) Edwards,Keillers park (2006)
Dan Mirvish,Between Us (2012),Open House (2004)
Sang-Jin (I) Kim,Gwangbokjeol teuksa (2002),Gwishini sanda (2004),Joo-yoo-so-seup-gyeok-sa-geon-too (2010),Sillaui dalbam (2001)
Richard Janes,Fakers (2004)
Nancy Bardawil,Greta (2009)
Agnieszka Lukasiak,Between Two Fires (2010)
Andy (II) Cheng,End Game (2006),Redline (2007)
Othman Abo Labn,Ahlam omrena (2005),Fattah eneek (2006)
Keiichi (II) Sugiyama,Gin-iro no kami no Agito (2006)
Ryûta Miyake,Ju-on: Shiroi rôjo (2009),Kaidan Shin Mimibukuro: Gekijô-ban (2004)
Belmin Söylemez,Simdiki Zaman (2012)
Jocelyn Saab,Dunia (2005)
Jason Rem,Put the Needle on the Record (2004)
Michael Wikke,Der var engang en dreng - som fik en lillesøster med vinger (2006),Flyvende farmor (2001)
Vinko Bresan,Nije kraj (2008),Svecenikova djeca (2013),Svjedoci (2003)
Sunil Kumar Agrawal,Hum Ho Gaye Aap Ke (2001),Khushi (2003/I)
Tae-yun Yoon,Saek-jeuk-shi-gong-ssi-zeun-too (2007)
Eoin (I) Macken,The Inside (2012/II)
Antoni Stutz,Rushlights (2013),You're Killing Me... (2003)
Marek Lechki,Erratum (2010),Wataha (2014)
Ron Meraska,Just for Laughs (2002)
J.D. Ryznar,Our RoboCop Remake (2014)
Eric Donell,Den utvalde (2005),Utanför din dörr (2002)
Matt Zoller Seitz,Home (2005/I)
V.M. Vinu,Balettan (2003),Bus Conductor (2005),Makante Achan (2009),Vesham (2004)
Jordan Galland,Alter Egos (2012),Rosencrantz and Guildenstern Are Undead (2009)
Lisa J. Klein,Of Two Minds (2012)
Ricky Tognazzi,Il padre e lo straniero (2010)
Douglas Aarniokoski,Animals (2008/I),Nurse 3-D (2013),The Day (2011/I)
Stuart (III) Paul,Deadly Lessons (2014)
Erik de Bruyn,De president (2011),Nadine (2007)
Frances Causey,Heist: Who Stole the American Dream? (2011)
Nayan Padrai,When Harry Tries to Marry (2011)
Peter (I) Byck,Carbon Nation (2010)
Gabriela Tagliavini,Ladies' Night (2003),The Mule (2012),The Woman Every Man Wants (2001),Without Men (2011)
Sanjiv Jaiswal,Shudra the Rising (2012)
Elbert van Strien,Zwart water (2010)
Gerhard (I) Hahn,Die Abrafaxe - Unter schwarzer Flagge (2001)
Liam (I) Lynch,Sarah Silverman: Jesus Is Magic (2005),Tenacious D in The Pick of Destiny (2006)
Ahmet Sönmez,Elveda Katya (2012)
Craig Dittrich,In the Garden (2004)
Przemyslaw Angerman,Jak to sie robi z dziewczynami (2002),Wyjazd integracyjny (2011)
Shin'ya Hanai,Tenchi Muyô! GXP (2002)
Kim Jung Min,Gongjooeui namja (2011)
Pedro L. Barbero,Tuno negro (2001)
Jacqueline Reem Salloum,Slingshot Hip Hop (2008)
Stéphanie Chuat,La petite chambre (2010)
Peter Djigirr,Ten Canoes (2006)
Finn (I) Taylor,Cherish (2002),The Darwin Awards (2006)
Thomas Smugala,Apocalypse and the Beauty Queen (2005)
Burleigh Smith,Blue Drag (2013),Flights of Angels (2006),Gentle Persuasion (2008),Love Like You've Never Been Hurt (2009),Mere Oblivion (2007),The Things My Father Never Taught Me (2012),Then She Was Gone (2010)
Moritz Ohlsen,Shut (2009)
Howard (I) Zinn,The People Speak (2009)
Ninja Thyberg,Pleasure (2013)
Edoardo Ponti,Between Strangers (2002),Coming & Going (2011)
Nirpal Bhogal,Sket (2011/I)
Frank Sebastiano,Beer League (2006)
Rodney Ray,New Hope (2012)
Bela Segal,Shirin Farhad Ki Toh Nikal Padi (2012)
Yuxin Zhuang,Ai qing de ya chi (2007)
Amit (II) Prasher,Tu Mera 22 Main Tera 22 (2013)
Walt Dohrn,Donkey's Christmas Shrektacular (2010)
Jing Hui Meng,Xiang ji mao yi yang fei (2002)
Kwang-su (I) Park,Yeoseot gae ui siseon (2003)
Benjamin Eicher,Behind the Wall (2003),Klatschmohn (2004),Kopf oder Zahl (2009)
Igor Sterk,9:06 (2009),Ljubljana (2002)
Anand K.V.,Anegan (2015),Ayan (2009),Kanaa Kanden (2005),Ko (2011),Maattrraan (2012)
Dror Zahavi,Sof Shavua B'Tel Aviv (2008)
Margaret Corkery,Eamon (2009)
Mark Christopher Covino,A Band Called Death (2012)
Frank van Geloven,Sl8n8 (2006)
Abe Levy,Deep Dark Canyon (2013)
Satoshi Kuwabara,Yu-Gi-Oh! Zexal (2011),Yu-Gi-Oh! Zexal (2011)
Rankin (I) ,The Lives of the Saints (2006)
Markus Welter,One Way Trip (2011)
Maximilian Elfeldt,Bachelor Night (2014)
Kyle William Roberts,The Posthuman Project (2014)
Sara St. Onge,Molly Maxwell (2013)
James Intveld,Miracle at Sage Creek (2005)
Kannan Iyer,Ek Thi Daayan (2013)
Amanda Sthers,Je vais te manquer (2009)
Simon (II) Miller,Seachd: The Inaccessible Pinnacle (2007)
Javier Torre,Vereda tropical (2004)
Wenn V. Deramas,Ang tanging ina (2003),Girl boy bakla tomboy (2013),Praybeyt Benjamin (2011),Sisterakas (2012)
Stephane Berry,Team Galaxy (2006)
David M. (I) Young,Hitchcocked (2006)
Anne Fontaine,Coco avant Chanel (2009),Comment j'ai tué mon père (2001),Entre ses mains (2005),Gemma Bovery (2014),La fille de Monaco (2008),Mon pire cauchemar (2011),Nathalie... (2003),Nouvelle chance (2006),Perfect Mothers (2013)
Jiang (I) Xiao,Meng ying tong nian (2004)
Dermot (I) Doyle,Hill 16 (2005)
Nestor Miranda,Harlem Hostel (2010)
Kerri O'Kane,The Gits (2005)
Shane Stanley,A Sight for Sore Eyes (2005),My Trip Back to the Dark Side (2014)
Dee (IV) Poon,42 One Dream Rush (2009)
Mohsen Abdolvahab,Gilane (2005),Khoon bazi (2006),Lotfan Mozahem Nashavid (2010)
Alex Von David,Desu toransu (2005),Gekijou-ban Mahou Shoujo Madoka*Magica: [Kouhen] Eien no monogatari (2012),Gekijou-ban Mahou Shoujo Madoka*Magica: [Zenpen] Hajimari no monogatari (2012),Gekijouban Mahou shojo Madoka magika Shinpen: Hangyaku no monogatari (2013)
Gérard Jugnot,Boudu (2005),Monsieur Batignole (2002),Rose et noir (2009)
Luis Aira,Girl in 3D (2003)
Joe Ranft,Cars (2006)
Richard Danto,Corto Maltese - La ballade de la mer salée (2002),Corto Maltese: La maison dorée de Samarkand (2002)
Masako Matsuura,Puratonikku sekusu (2001)
Derek (II) Cole,Revenant (2012/I)
Shin-yeon Won,Gabal (2005),Guta-yubalja-deul (2006),Se-beun De-i-jeu (2007),Yong-eui-ja (2013)
J.T. Boone,Germ (2013)
Louis-Do de Lencquesaing,Au galop (2012)
Simerjit Singh,Angrej (2015),Daddy Cool Munde Fool (2013)
Greta Gerwig,Nights and Weekends (2008)
Mary (I) McGuckian,Inconceivable (2008),Intervention (2007/V),Man on the Train (2011),Rag Tale (2005),The Bridge of San Luis Rey (2004)
Daniel Chuba,The Boxcar Children (2014)
Tim Gagliardo,Wheels (2014/II)
Ben Loeterman,The War That Made America (2006)
Eduardo (I) Quiroz,I Got Five on It Too (2009)
David Lickley,Bears (2004),Born to Be Wild (2011)
George Bonilla,Santa Claus Versus the Zombies (2010)
Marcos Efron,And Soon the Darkness (2010)
Neil Coombs,A Broken Life (2007)
Charles de Lauzirika,Crave (2012/I),The Furious Gods: Making Prometheus (2012)
Marcus (I) Graves,Choose (2011/II)
Vincent De Brus,L'antidote (2005),L'entente cordiale (2006)
Brandon Vietti,Max Steel (2001)
George Armitage,The Big Bounce (2004)
Javier (I) Rebollo,Marujas asesinas (2001)
Boyd Hicklin,Save Your Legs! (2012)
Claudia (III) Lehmann,Schilf (2012)
Katie Aselton,Black Rock (2012),The Freebie (2010)
Dario Piana,The Deaths of Ian Stone (2007)
Frédéric Balekdjian,Les mauvais joueurs (2005)
Rick Rowley,Dirty Wars (2013),The Fourth World War (2003)
Matthew A. Cherry,The Last Fall (2012)
Lawrence Roeck,The Forger (2012)
Lijun (II) Sun,Tu Xia Chuan Qi (2011)
Brad (II) Goodman,Harvest of Fear (2004),The Path of Evil (2005)
Vincent Lobelle,Les dents de la nuit (2008)
Henriette Mantel,An Unreasonable Man (2006)
Asmit (I) Pathare,The Owner (2012)
Clark Birchmeier,Waterfront Nightmare (2012)
Sergio Tovar Velarde,Cuatro lunas (2014),Los inadaptados (2011)
Esa Illi,Broidit (2003)
Daisuke Gotô,Chikan gifu: Musuko no yome to... (2003)
Yorgos Tsemberopoulos,O ehthros mou (2013)
Christopher Hutson,Bled (2009),Dark Reality (2006)
Patrick Sarell,Nullarbor (2011)
Timothy Alan Richardson,The Dork of the Rings (2006)
Alex Pucci,Frat House Massacre (2008)
Philip Seymour Hoffman,Jack Goes Boating (2010)
Christopher (I) Spencer,Son of God (2014)
Shirish Kunder,Jaan-E-Mann: Let's Fall in Love... Again (2006),Joker (2012)
Ludi Boeken,Unter Bauern (2009)
Caryn Waechter,The Sisterhood of Night (2014)
Frank E. Flowers,Haven (2004/I)
Yuri Grymov,Chuzhie (2008)
Chris (I) Landreth,Ryan (2004),The Spine (2009)
Michael D. Sellers,Beneath the Blue (2010),Eye of the Dolphin (2006),Vlad (2003)
Miguel Enciso,The Insider (2004)
Stelana Kliris,Committed (2014/I)
Sheldon (I) Wilson,Kaw (2007),Night Class (2001),Shallow Ground (2004),Shark Killer (2015)
Eric Red,100 Feet (2008)
Vladimir Blazevski,Pankot ne e mrtov (2011)
Cosimo Alemà,War Games (2011)
Andrea Illescas,Francesco's Italy: Top to Toe (2006)
David Basulto,The Clique (2006)
Eike Besuden,Verrückt nach Paris (2002)
Andrea Segre,Io sono Li (2011),La prima neve (2013)
Rockmond Dunbar,Pastor Brown (2009)
Jeong-ho (II) Lee,Bang-hwang-ha-neun kal-nal (2014),Be-seu-teu-sel-leo (2010)
Kensaku Sawada,Saiyûki (2007)
Sergej Moya,Hotel Desire (2011)
Tom Skull,Grizzly Park (2008)
Jeff Barnaby,Rhymes for Young Ghouls (2013)
Ivan (I) Cardoso,Um Lobisomem na Amazônia (2005)
Hakan Algül,Berlin Kaplani (2012),Deliha (2014),Döngel kârhanesi (2005),Eyyvah Eyvah (2010),Eyyvah Eyvah 2 (2011),Eyyvah Eyvah 3 (2014),Niyazi Gül Dörtnala (2015),Mert ile Gert (2008),Sen Yuva (2010),Yeter anne (2002)
William (II) Webb,Target (2004)
Lina Esco,Free the Nipple (2014)
George Erschbamer,Courage (2009)
To-hoi Kong,Seung chi sun tau (2007)
Antoinette Jadaone,That Thing Called Tadhana (2014)
Philip Farha,Messengers (2004)
J. Randall Argue,Shoot or Be Shot (2002)
Michel Welterlin,Des chiens dans la neige (2002)
Nikos Koutelidakis,To tango ton Hristougennon (2011)
Paul Tomborello,Rumors of Wars (2014)
Yuvaraj Dhayalan,Tenaliraman (2014)
Jure Pervanje,Zabranjena ljubav (2004)
Gianni Di Gregorio,Gianni e le donne (2011),Pranzo di ferragosto (2008)
Rie (I) Rasmussen,Human Zoo (2009)
Julian Max Metter,Jake's Booty Call (2003)
Annette Stefan,Max und Moritz Reloaded (2005)
Jessy Terrero,Freelancers (2012),Gun (2010),Soul Plane (2004)
Robert (I) Bradbrook,Home Road Movies (2002)
Karen J. Lloyd,Barbie and the Secret Door (2014)
Steven (III) Jacobson,Center Stage: Turn It Up (2008)
Liz Plonka,The Showbiz Show with David Spade (2005)
Xavier Legrand,Avant que de tout perdre (2013)
John (IV) Whitney,Horrors of War (2006)
Ghasem Jafari,Majnoone leyli (2008)
Caarthick Raju,Thirudan Police (2014)
Ronald J. Ramirez,It's All Relative (2003)
Sam Logan Khaleghi,Approaching Midnight (2013)
Yong-hwa Kim,Gukga daepyo (2009),Mi-seu-teo Go (2013),Minyeo-neun goerowo (2006),O! Beu-ra-deo-seu (2003)
Hideyo Yamamoto,Darker than black: Kuro no keiyakusha (2007),Shingetsutan tsukihime (2003)
Brian Knappenberger,The Internet's Own Boy: The Story of Aaron Swartz (2014),We Are Legion: The Story of the Hacktivists (2012)
Michael Coonce,Lonely Joe (2009)
Andrew (I) Stevens,Fire from Below (2009)
Gerard Diefenthal,Darkside Witches (2015)
Kenji (II) Kodama,Meitantei Conan: Bekâ Sutorîto no bôrei (2002),Meitantei Conan: Meikyuu no crossroad (2003),Meitantei Conan: Tengoku no countdown (2001),Tairuzu obu za abisu (2008)
Reem Kherici,Paris à tout prix (2013)
Deepak S. Shivdasani,Julie (2004),Mr. White Mr. Black (2008),Yeh Raaste Hain Pyaar Ke (2001)
Thomas Borch Nielsen,Disco ormene (2008)
Drew Goddard,The Cabin in the Woods (2012)
Jet Eller,Night Feeders (2006)
Chris Zonnas,Loaded (2015/I)
Olivier De Plas,Tel père telle fille (2007/I)
Hong-soo Park,Dong-chang-saeng (2013)
Patrik-Ian Polk,Blackbird (2014/IV),Noah's Arc (2004),Noah's Arc: Jumping the Broom (2008),The Skinny (2012/I)
Yorgos Lanthimos,Alpeis (2011),Kinetta (2005),Kynodontas (2009),O kalyteros mou filos (2001),The Lobster (2015),Venice 70: Future Reloaded (2013)
Michael Spiccia,Yardbird (2012)
Tarkan Özel,Mahpeyker - Kösem Sultan (2010)
Nithiwat Tharathorn,Fan chan (2003),Khid thueng withaya (2014),Nee Dtaam Galileo (2009),Seasons change: Phror arkad plian plang boi (2006)
Michael (I) Costanza,The Collingswood Story (2002)
Phedon (II) Papamichael,Arcadia Lost (2010),From Within (2008)
Matías Piñeiro,La princesa de Francia (2014),Viola (2012)
Dominique Forma,Scenes of the Crime (2001)
John Millea,The Grind (2009/II)
Ron Sperling,Season of the Hunted (2003)
Peter (II) Handford,Heretic (2012/II)
Sara Sugarman,Confessions of a Teenage Drama Queen (2004),Very Annie Mary (2001),Vinyl (2012)
Andrew Hyatt,The Frozen (2012),The Last Light (2014)
Grant Scicluna,The Wilding (2012)
Damien Odoul,Errance (2003),L'histoire de Richard O. (2007),Le souffle (2001)
Mike Kirton,The Librarians (2003)
Giorgia Cecere,Il primo incarico (2010)
Francisco de la Fuente,Humans (2015)
Zoe Clarke-Williams,New Best Friend (2002)
Ana Piterbarg,Todos tenemos un plan (2012)
Juan Carlos Maneglia,7 cajas (2012)
Semir Aslanyürek,Eve giden yol 1914 (2006),Lal (2013),Sellâle (2001)
Ramiro García Bogliano,Penumbra (2011)
Felix (I) Limardo,El Teniente Amado (2013)
William Westaway,The Writer with No Hands (2014)
Francisco Laresgoiti,2033 (2009)
Simon (III) Hawkins,Bad Turn Worse (2013)
Axel Petersén,Avalon (2011)
Dimitris Koutsiabasakos,O gios tou fylaka (2006)
Junpei Mizusaki,Zoo (2005)
Mark (III) Baker,Fuyu no hi (2003)
Dan Gildark,Cthulhu (2007)
Kazuchika Kise,Ghost in the Shell Arise: Border 1 - Ghost Pain (2013),Ghost in the Shell Arise: Border 2 - Ghost Whisper (2013),Ghost in the Shell Arise: Border 3 - Ghost Tears (2014),Ghost in the Shell Arise: Border 4 - Ghost Stands Alone (2014)
Roxanne Meadows,Paradise or Oblivion (2012)
Marius A. Markevicius,The Other Dream Team (2012)
Wuershan ,Dao jiàn xiào (2010),Hua pi 2 (2012)
Evan Marlowe,50 Kisses (2014)
Justin Zackham,Going Greek (2001),The Big Wedding (2013)
Sophia Takal,Green (2011)
Tim VandeSteeg,My Run (2009)
Arik Reiss,Druglawed (2015)
Kamen Kalev,Iztochni piesi (2009),The Island (2011/I)
Tom Sands,Backtrack (2014)
Tom (XXII) McCarthy,The Cobbler (2014),The Station Agent (2003),The Visitor (2007/I),Win Win (2011)
Robert Wichrowski,Francuski numer (2006)
Christian (I) Alvart,Antikörper (2005),Banklady (2013),Case 39 (2009),Halbe Brüder (2015),Pandorum (2009)
Peter Carstairs,September (2007)
Johan Kaos,Pornopung (2013)
Jim (IV) Carroll,Evil Behind You (2006)
Ajay Devgn,U Me Aur Hum (2008)
Ain Mäeots,Deemonid (2012),Taarka (2008)
Peter Paul Basler,The Vortex (2012)
Paul (I) Quinn,Never Get Outta the Boat (2002)
Bill Plympton,Footprints (2014),Guide Dog (2006),Hair High (2004),Hot Dog (2008),Kahlil Gibran's The Prophet (2014),Mutant Aliens (2001),Shuteye Hotel (2007),The ABCs of Death 2 (2014),The Fan and the Flower (2005)
Nicolas Vanier,Belle et Sébastien (2013),Le dernier trappeur (2004),Loup (2009)
Manuel Pradal,A Crime (2006),Ginostra (2002),La blonde aux seins nus (2010)
Peter (I) Webber,Emperor (2012),Girl with a Pearl Earring (2003),Hannibal Rising (2007)
Jieho Lee,The Air I Breathe (2007)
Wayne Ewing,Breakfast with Hunter (2003)
Sabrina Mansfield,The Shadows (2011)
Julius Sevcík,Normal (2009/I),Restart (2005)
Ahmad Samir Farag,Soue Tafahom (2015)
Nag Ashwin,Yevade Subramanyam (2015)
Frank Robak,Statistics (2006)
Christian Bisceglia,The Haunting of Helena (2012)
Vladek Zankovsky,The Zohar Secret (2015)
Peter (I) Mattei,Love in the Time of Money (2002)
Bishop (I) Moore,Like Al (2011)
Troy Christian,Naked Boys Singing! (2007)
John Mckenna,The Last Leg (2012)
Marc (I) Forster,Finding Neverland (2004),Machine Gun Preacher (2011),Monster's Ball (2001),Quantum of Solace (2008),Stay (2005/I),Stranger Than Fiction (2006),The Kite Runner (2007),World War Z (2013)
Matt Vancil,The Gamers: Dorkness Rising (2008),The Gamers: Hands of Fate (2013)
Peter Himmelstein,The Key Man (2011)
Erik Schmitt,Nashorn im Galopp (2013)
Jack (II) Bryan,The Living (2014)
Teddy Cherim,Sterke verhalen (2010)
Andrej Kosak,Stanje soka (2011),Zvenenje v glavi (2002)
Massimo Andrei,Benur - Un gladiatore in affitto (2012)
Michael McConnohie,Transformers: Robots in Disguise (2001)
Ali Bilgin,Medcezir (2013)
Saratswadee Wongsomphet,Yes or No 2: Rak Mai Rak Ya Kak Loei (2012),Yes or No: Yaak Rak Gaw Rak Loey (2010)
Ivan-Goran Vitez,Suma summarum (2010)
Logan (II) Miller,Sweetwater (2013),Touching Home (2008)
Chris (I) Jones,50 Kisses (2014),Gone Fishing (2008/I)
Ji-Yeong (II) Hong,Kichin (2009),Moo-seo-woon I-ya-gi (2012)
Christian Görlitz,Fleisch ist mein Gemüse (2008)
Luca Immesi,Ritual - Una storia psicomagica (2013)
Lydelle Jackson,The Taking (2013)
Brett (I) Sullivan,Ginger Snaps 2: Unleashed (2004),The Chair (2007/II)
Barbara Bredero,Mees Kees (2012),Mees Kees op kamp (2013)
Takuji Suzuki,Kowai onna (2006)
Russell (VI) Brown,Race You to the Bottom (2005),The Blue Tooth Virgin (2008)
Alireza Davoudnejad,Marham (2010)
Hong Kyun Park,Seonduk yeowang (2009)
Jose Montesinos,Barrio Brawler (2013)
Rade (II) Markovic,Drug Crni u Narodnooslobodilackoj borbi (2009)
Zach Math,The Final Member (2012)
Curt Cressler,Maniacts (2001)
Takahiko (II) Akiyama,Hak yae (2006),Hinokio (2005)
Morgan (I) Matthews,Shooting Bigfoot (2013),X+Y (2014)
Renny Harlin,12 Rounds (2009),5 Days of War (2011),Cleaner (2007),Driven (2001),Exorcist: The Beginning (2004),Mindhunters (2004),The Covenant (2006),The Dyatlov Pass Incident (2013),The Legend of Hercules (2014)
Keith (IX) Miller,Five Star (2014),Welcome to Pine Hill (2012)
Nathan Ellering,Lost Woods (2012)
Jyotin Goel,Hum Hai Raahi CAR Ke (2013)
Sean Stanek,A Crack in the Floor (2001),Played (2006)
Elijah Drenner,American Grindhouse (2010)
Daniel Schweizer,Skinhead Attitude (2003),White Terror (2005)
Makrand Deshpande,Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It (2010),Sona Spa (2013)
Manoj Tyagi,Mumbai Salsa (2007)
Martin Faltermeier,Zombies from Outer Space (2012)
Wayne (I) Reynolds,Sweetzer (2007)
Yoshiki Yamakawa,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka (2015)
Minky Schlesinger,Dream World (2012)
Jeremy (II) Benson,Live Animals (2008)
Brian Levant,Are We There Yet? (2005),Snow Dogs (2002),The Spy Next Door (2010)
Dana (II) Brown,Dust to Glory (2005),On Any Sunday: The Next Chapter (2014),Step Into Liquid (2003)
Antoine Santana,La ravisseuse (2005),Un moment de bonheur (2002)
Paul (III) Kilback,Wild Things with Dominic Monaghan (2012)
Renee Slade,The Quantum Activist (2009)
Susan Dynner,Punk's Not Dead (2007)
Pat Kerby,Siren (2006)
Emmanuel Shirinian,It Was You Charlie (2013)
Aleksandr (II) Kasatkin,Doch (2012),Slushaya tishinu (2007)
Alan Rapp,Pânico na TV (2003)
Clarence Yiu-leung Fok,Chuet sik san tau (2001),Soi yat hei (2013),Te shu shen fen (2013)
Martin Valente,Les amateurs (2003),Un jour mon père viendra (2012)
Lewis Schoenbrun,Aliens vs. Avatars (2011)
Shane Edelman,According to Spencer (2001),Love for Rent (2005)
Marco (I) Rosson,New Order (2012)
Jérôme Lescure,A.L.F. (2012)
Andrei Severny,Condition (2011)
Daniel (I) Riley,Football Hooligans International (2007)
Olivier Jean Marie,Tous à l'Ouest: Une aventure de Lucky Luke (2007)
Hee-il Leesong,Baek-ya (2012),Huhwihaji anha (2006),Ya-gan-bi-haeng (2014)
Ana Luiza Azevedo,Antes Que o Mundo Acabe (2009)
William (I) Kaufman,One in the Chamber (2012),Sinners and Saints (2010),The Hit List (2011),The Prodigy (2005)
Anna Lorentzon,Graphic Sexual Horror (2009)
Craig Singer,A Good Night to Die (2003),Dark Ride (2006),Perkins' 14 (2009)
Mohammad Hossain Jaimy,King Khan (2011)
Sebastián Freund,Stefan v/s Kramer (2012)
Kingsley Hoskins,50 Kisses (2014)
Kasi Lemmons,Black Nativity (2013),Talk to Me (2007),The Caveman's Valentine (2001)
B. Scott O'Malley,Audie & the Wolf (2008)
Dmitriy Troitskiy,Ya lyublyu tebya (2004)
Garrett Brawith,FDR: American Badass! (2012),Poolboy: Drowning Out the Fury (2011)
