Liliana Cavani,Ripley's Game (2002)
Diane Bertrand,L'annulaire (2005)
Laura Poitras,Citizenfour (2014),The Oath (2010)
Atsushi (I) Shimizu,Yume jû-ya (2006)
Scott (VI) Cohen,Red Knot (2014)
Logan (I) Thomas,The Yellow Wallpaper (2012/II)
Will (I) Finn,Home on the Range (2004),Legends of Oz: Dorothy's Return (2013)
Gene Teigland,Arnolds Park (2007)
Martin Guigui,Beneath the Darkness (2011),Cattle Call (2006),Changing Hearts (2002),Swing (2003/I)
Sheng Ding,Da bing xiao jiang (2010),Jing cha gu shi 2013 (2013),Ying han (2008),Ying han 2 (2011)
Terry (I) McMahon,Charlie Casanova (2011),Patrick's Day (2014)
Adam (I) Traynor,Ivory Tower (2010)
Mark (III) Swan,The Princess and the Pea (2002)
Sekhar Kammula,Anand (2004),Godavari (2006),Happy Days (2007),Leader (2010),Life Is Beautiful (2012)
David J. Negron Jr.,Killing Ariel (2008)
Peter Oldring,Good Morning World (2007)
Spencer Susser,Hesher (2010),I Love Sarah Jane (2008)
Vincent Rocca,Kisses and Caroms (2006)
Aubrey Powell,Not the Messiah: He's a Very Naughty Boy (2010)
Michael (III) Covert,Dirt (2001)
Christoffer Aldell,Cockroaches (2015)
Katarzyna Klimkiewicz,Flying Blind (2012)
Reza Attaran,I Feel Sleepy (2012),Red Carpet (2014/I)
Vincenzo Natali,Cypher (2002),Getting Gilliam (2005),Haunter (2013),Nothing (2003),Splice (2009),The ABCs of Death 2 (2014)
Pirjo Honkasalo,Betoniyö (2013),Melancholian 3 huonetta (2004)
Jo Baier,Das Ende ist mein Anfang (2010),Henri 4 (2010)
Emmett (I) Callinan,Dark Space (2013)
Michael (I) Cain,TV Junkie (2006)
Keith Coulouris,Bloodline (2004/II)
Karin af Klintberg,Ebbe: The Movie (2009)
Daniela (I) Thomas,Insolação (2009),Linha de Passe (2008)
Sophie Fiennes,The Pervert's Guide to Cinema (2006),The Pervert's Guide to Ideology (2012)
Peter (I) Pau,Tian mai zhuan qi (2002),Zhong Kui fu mo: Xue yao mo ling (2015)
Amy Schatz,An Apology to Elephants (2013)
Jeong-Kuk Lee,Blue (2003)
Ian David Diaz,Bad Day (2008),Fallen Angels (2002)
Mathieu (II) Roy,Surviving Progress (2011)
Barrett J. Leigh,Beyond the Wall of Sleep (2006)
Joseph M. Petrick,The Mother of Invention (2009)
Kung-Lok Lee,Chiu sing ban gung sut (2011),Fu bo (2003),Ho ching 2 (2014),Seelai ng yi cho (2006),Tsoi suet yuk chi ngo oi nei (2005)
Matheus (I) Souza,Apenas o Fim (2008),Eu Não Faço a Menor Ideia do Que Eu Tô Fazendo Com a Minha Vida (2012)
Mikael (I) Hellström,Fröken Frimans krig (2013)
Beeban Kidron,Bridget Jones: The Edge of Reason (2004)
Wyatt McDill,Four Boxes (2009)
Julian (I) Goldberger,The Hawk Is Dying (2006)
Jade Castro,My Big Love (2008),Zombadings 1: Patayin sa shokot si Remington (2011)
Ryan Surratt,Buoyancy (2013)
Giovanni Vernia,Ti stimo fratello (2012)
Thomas Bodenstein,Ritter Rost - Eisenhart und voll verbeult (2013)
Jacob Thuesen,Anklaget (2005),De unge år: Erik Nietzsche sagaen del 1 (2007)
John (I) Langridge,Four (2011/III)
Justin Edgar,Large (2001),We Are the Freaks (2013)
Sebastián (II) Moreno,La ciudad de los fotógrafos (2006)
Paul DeNigris,The Falls (2003)
Umesh (I) Bist,O Teri (2014)
Jeremy Peter Allen,Manners of Dying (2004)
Eiji Suganuma,Karneval (2013)
Keith (I) Allen,Unlawful Killing (2011)
Joseph D. Clark,Bikini Party Massacre (2002)
Toru (I) Yamada,Tenchi Muyô! GXP (2002)
Patchanon Thammajira,3 A.M. 3D (2012),Colic: dek hen pee (2006)
SABU ,Drive (2002),Hard Luck Hero (2003),Hôrudo appu daun (2005),Kanikôsen (2009),Kôfuku no kane (2002),Miss Zombie (2013),Shissô (2005),Usagi doroppu (2011)
Özcan Deniz,Evim Sensin (2012),Sevimli Tehlikeli (2015),Su ve Ates (2013),Ya Sonra? (2011)
Jerry Zucker,Rat Race (2001)
Lauralee Farrer,Not That Funny (2012)
Filipp Yankovskiy,Kamennaya bashka (2008),Mechenosets (2006),Statskiy sovetnik (2005),V dvizhenii (2002)
Kazuya Tsurumaki,Evangerion shin gekijôban: Ha (2009),Evangerion shin gekijôban: Jo (2007),Evangerion shin gekijôban: Kyu (2012)
Sam (XIII) Walker,Hunted (2012)
Mike (I) Hodges,I'll Sleep When I'm Dead (2003),Murder by Numbers (2004)
S.A. Halewood,Bigga Than Ben (2008)
Eric Civanyan,Demandez la permission aux enfants (2007),Il ne faut jurer... de rien! (2005)
Jason Bolinger,Collapse (2011)
Toshiyuki Kato,Furumûn wo sagashite (2002),Ginga densetsu weed (2005),JoJo no kimyô-na bôken (2012),Tatakau shisho (2009)
Éléonore Faucher,Brodeuses (2004),Gamines (2009)
Vala Halldorsdottir,The Startup Kids (2012)
Deb Hagan,College (2008),Pee Shy (2004)
Phillip Broste,The Gamers (2003)
Chris Kentis,Open Water (2003),Silent House (2011)
Scott (I) Boswell,The Stranger in Us (2010)
Futoshi Sato,Sea of Dreams (2006)
Jody Wheeler,In the Closet (2008),The Dark Place (2014)
Seong-soo Kim,Genom Hazard: aru tensai kagakusha no itsukakan (2013),Ya-soo (2006)
Jasmila Zbanic,For Those Who Can Tell No Tales (2013),Grbavica (2006),Lost and Found (2005/I),Love Island (2014),Na putu (2010)
Corey (I) Grant,Bigfoot: The Lost Coast Tapes (2012),Dysfunctional Friends (2012)
Gregg Spiridellis,This Land (2004)
Robert (I) Sizemore,Rock of Love with Bret Michaels (2007),The 70's House (2005)
Ashraf Fayek,Ellembi 8 Gega (2010)
Timo Tjahjanto,Killers (2014),Macabre (2009/II),Takut: Faces of Fear (2008),The ABCs of Death (2012),V/H/S/2 (2013)
Stuart Sender,Prisoner of Paradise (2002)
Ferdinando Vicentini Orgnani,Ilaria Alpi - Il più crudele dei giorni (2003)
Srdja Andjelic,Artiljero (2012)
Ritu Sarin,Dreaming Lhasa (2005),The Sun Behind the Clouds: Tibet's Struggle for Freedom (2010)
Randal Kleiser,Love Wrecked (2005),Red Riding Hood (2006)
Chad Ferrin,Someone's Knocking at the Door (2009),The Ghouls (2003)
Alain Resnais,Coeurs (2006),Les herbes folles (2009),Pas sur la bouche (2003),Vous n'avez encore rien vu (2012)
Eric (I) Hurt,House Hunting (2013),Lullaby (2009/III)
Victor Quinaz,Breakup at a Wedding (2013)
Elena Trapé,Blog (2010)
Benjamin (II) Dickinson,First Winter (2012)
Acim Vasic,8 (2010)
Glenn Ciano,Infected (2012/I),Inkubus (2011)
Christian McIntire,Landspeed (2002)
Peter Foldy,Silver Man (2003)
Murray (I) Fahey,Cubbyhouse (2001),The Code (2008)
Adam (I) Leon,Gimme the Loot (2012)
Masakazu (I) Hashimoto,Eiga Reiton-kyôju to eien no utahime (2009),Hanasaku iroha (2011)
Kees Van Oostrum,A Perfect Man (2013)
Romuald Karmakar,Deutschland 09 - 13 kurze Filme zur Lage der Nation (2009),Die Nacht singt ihre Lieder (2004)
Bob Hardison,Marcus (2006)
George C. Wolfe,Nights in Rodanthe (2008),You're Not You (2014)
Heath (III) Jones,Grace (2014/V)
Gökhan Horzum,Arkadaslar Arasinda (2013)
Isabel Coixet,Another Me (2013),Ayer no termina nunca (2013),Elegy (2008/I),Invisibles (2007),Learning to Drive (2014),Map of the Sounds of Tokyo (2009),My Life Without Me (2003),The Secret Life of Words (2005),Venice 70: Future Reloaded (2013),¡Hay motivo! (2004)
Dominick Tambasco,Nati stanchi (2002)
Baljit Singh Deo,Mirza: The Untold Story (2012)
Emily (II) Kunstler,William Kunstler: Disturbing the Universe (2009)
Dan (III) Gordon,Expecting Mary (2010)
Nikolay (I) Lebedev,Legenda No. 17 (2013),The Iris Effect (2005),Volkodav iz roda Serykh Psov (2006),Zvezda (2002),Apostol (2008)
Tetsuro Araki,Gekijouban Shingeki no kyojin Zenpen: Guren no yumiya (2014),Aoi Bungaku Series (2009)
Gô Ohara,Asashin (2011),Geisha vs ninja (2008),Gosurori shokeinin (2010)
Nathan Bexton,2 Dudes and a Dream (2009)
William (II) Monahan,London Boulevard (2010),Mojave (2015)
Janaki Vishwanathan,Yeh Hai Bakrapur (2014)
Milorad (III) Milinkovic,Citulja za Eskobara (2008),Mrtav 'ladan (2002),Peti leptir (2014),Zduhac znaci avantura (2011)
Mark (II) Murphy,Awaiting (2015)
Derek (I) Waters,Drunk History Christmas (2011)
Joseph Ariola,Knock Knock (2007)
Takeshi Koike,Redline (2009),The Animatrix (2003),World Record (2003)
Zachary Weintraub,Amazons and Gladiators (2001),Dream Warrior (2003)
Cheryl Dunye,My Baby's Daddy (2004)
A.R. Gandhi Krishna,Chellame (2004)
Brandon Slagle,Area 51 Confidential (2011),Dead Sea (2014),The Black Dahlia Haunting (2012),VIViD (2011)
Steve Trenbirth,The Jungle Book 2 (2003),The Legend of Secret Pass (2010)
Jeong-hyang Lee,Jibeuro (2002)
Man Kei Chin,Hau mo chu (2007),Jin ping mei (2008),Jin ping mei er ai de nu li (2009),Mi Tao Cheng Shu Shi 33D (2011)
Matthew (I) Ninaber,Extraction Day (2014)
Teresa Fabik,Hip Hip Hora! (2004),Prinsessa (2009),Små citroner gula (2013)
Daniel (IV) Cohen,Comme un chef (2012),Les deux mondes (2007)
Jun (II) Fukuda,Azumanga daiô (2002)
Jehangir Surti,Aa Dekhen Zara (2009)
Edgar Navarro,Eu Me Lembro (2005)
Anup Bhandari,RangiTaranga (2015)
Hrafn Gunnlaugsson,Opinberun Hannesar (2003)
Sunil Soraya,The Sinking of Van Der Wijck (2013)
Erik Anjou,Deli Man (2014)
Sung-Shik Yoon,Gaksital (2012)
Tomás Vorel,Gympl (2007),Skrítek (2005),Vejska (2014)
John (I) Cosgrove,Caffeine (2006)
Shaun Gladwell,The Turning (2013/I)
Dario (I) Russo,Italian Spiderman (2007)
Aleksey Fedorchenko,Nebesnye zheny lugovykh mari (2012),Ovsyanki (2010),Pervye na Lune (2005),The Fourth Dimension (2012),Venice 70: Future Reloaded (2013)
Greg Chwerchak,Greetings from the Shore (2007)
Troy McGatlin,Broken Fences (2008),Love & Teleportation (2013)
Eric Lartigau,L'homme qui voulait vivre sa vie (2010),La famille Bélier (2014),Les infidèles (2012),Mais qui a tué Pamela Rose? (2003),Prête-moi ta main (2006),Un ticket pour l'espace (2006)
James (III) Cookson,50 Kisses (2014)
Robert (I) Altman,A Prairie Home Companion (2006),Gosford Park (2001),The Company (2003)
Mick Gochanour,The Rolling Stones: Charlie Is My Darling - Ireland 1965 (2012)
Andy (I) Bausch,Le club des chômeurs (2003),Visions of Europe (2004)
Mike (I) Myers,Supermensch: The Legend of Shep Gordon (2013)
Mat Kirkby,The Phone Call (2013)
Ryan Redford,Oliver Sherman (2010)
Eriq (I) La Salle,Crazy as Hell (2002)
James A. Sinclair,What If? The Movie (2009)
Maria Maggenti,Puccini for Beginners (2006)
Bruno Rolland,Léa (2011/I)
Billy (I) Kent,HairBrained (2013),The Oh in Ohio (2006)
Alexandros (I) Rigas,Oi stavloi tis Erietas Zaimi (2002)
Rashid Masharawi,Eid milad Laila (2008),Ticket to Jerusalem (2002)
Julien Carbon,Les nuits rouges du bourreau de jade (2010)
Higuchinsky ,Tokyo 10+01 (2003)
Robert Kane Pappas,Orwell Rolls in His Grave (2003)
Morteza (I) Farshbaf,Soog (2011)
Yossi Madmoni,Boker tov adon Fidelman (2011)
Kevin (I) Reynolds,The Count of Monte Cristo (2002),Tristan + Isolde (2006)
Philippe (I) Martinez,Citizen Verdict (2003),The Steam Experiment (2009),Viktor (2014),Wake of Death (2004)
Sean Patrick O'Reilly,Pixies (2015)
John Cafiero,Ramones Raw (2004)
Chuck (I) Hartsell,Hide and Creep (2004)
Hiroyuki Imaishi,Deddo ribusu (2004),Gekijô ban Tengen toppa guren ragan: Guren hen (2008),Gekijô ban Tengen toppa guren ragan: Ragan hen (2009)
Peter Svatek,Takedown: The DNA of GSP (2014),Everything She Ever Wanted (2009)
Greg St. Pierre,Pizza (2012/I)
Glenn Rockowitz,Hacks (2002)
Juan A. Mas,The Choke (2006)
Lorenzo Eduardo,Let's Love Hate (2004)
Paloma Baeza,Watchmen (2001)
Michael Gutmann,Herz über Kopf (2001)
Kompin Kemgumnird,Jumbo (2008),Khan kluay (2006)
Terrence O'Hara,UC: Undercover (2001)
Jeremy Konner,D Tour: A Tenacious Documentary (2008),Drunk History Christmas (2011)
Kayvan Mashayekh,The Keeper: The Legend of Omar Khayyam (2005)
Han-min Kim,Choi-jong-byeong-gi hwal (2011),Geuk-rak-do Sal-in-sa-geon (2007),Haendeupon (2009),Myeong-ryang (2014),Myeong-ryang (2014)
Mike Yurinko,Hostage (2013)
Hisham Zaman,Bawke (2006),Brev til Kongen (2014),Før snøen faller (2013),Vinterland (2007)
Ben Gregor,All Stars (2013)
Keven McAlester,The Dungeon Masters (2008),You're Gonna Miss Me (2005)
Bob (III) Meyer,Drunkboat (2010)
Brad (I) Lewis,Cars 2 (2011)
Yukihiro Matsushita,Ô dorobô Jing (2002)
Phil Vischer,Jonah: A VeggieTales Movie (2002)
Osamu (I) Kobayashi,Ani*Kuri15 (2007),Beck: Mongolian Chop Squad (2004),Tengen toppa gurren lagann (2007)
Dylan Mohan Gray,Fire in the Blood (2013)
Rene (II) Perez,Alien Showdown: The Day the Old West Stood Still (2013),Demon Hunter (2012),Little Red Riding Hood (2015/I),Playing with Dolls (2015),The Burning Dead (2015),The Dead the Damned and the Darkness (2014),The Snow Queen (2013)
Jay Bulger,Beware of Mr. Baker (2012)
Robert Salis,Grande école (2004)
Jörg Andreas,Gefangen (2004)
Parvin (I) Dabas,Sahi Dhandhe Galat Bande (2011)
Aleksandr Chernyaev,Ironiya lyubvi (2010)
Alexandre Charlot,Boule & Bill (2013),Imogène McCarthery (2010)
Hans Helmut Prinzler,Auge in Auge - Eine deutsche Filmgeschichte (2008)
Michael Amundsen,Chihuahua: The Movie (2010),The Return (2006/II)
Andrew Disney,Intramural (2014),Searching for Sonny (2011)
P. (II) Ramesh,Thegidi (2014)
Tony Pantages,Three Days in Havana (2013)
Antony Thomas,Questioning Darwin (2014)
Bruce (I) Weber,A Letter to True (2004),Chop Suey (2001)
Rudy Soedjarwo,9 Naga (2006),Ada apa dengan cinta? (2002),Kambing jantan (2009),Mengejar matahari (2004),Pocong 2 (2006)
Charles Minsky,Skating to New York (2013)
James (I) Kramer,State of Grace (2001)
Sebastian (I) Junger,Korengal (2014),Restrepo (2010),Which Way Is the Front Line from Here? The Life and Time of Tim Hetherington (2013)
Ricardo Elias,De Passagem (2003),Os 12 Trabalhos (2006)
Thiagarajan Kumararaja,Aaranya Kaandam (2010)
Paul (IV) Emerson,Lie Detector (2011)
Philip Gardiner,Exorcist Chronicles (2013)
Vassiliki Khonsari,Pulling John (2009)
Andrew (I) Davis,Collateral Damage (2002),Holes (2003),The Guardian (2006/I)
Tallulah Hazekamp Schwab,Dorsvloer vol confetti (2014)
Joel Soisson,Cam2Cam (2014),Children of the Corn: Genesis (2011)
Er Cheng,Bian jing feng yun (2012)
Thomas Whelan,The Art of Travel (2008)
Zephyr Benson,Straight Outta Tompkins (2015)
Olga Konskaya,Russian Lessons (2010)
Dion Martin Boland,The Backpacker (2011)
Hilde Heier,Lille frk Norge (2003)
Michael Tuchner,Back to the Secret Garden (2001)
Sanping Han,Jian dang wei ye (2011),Jian guo da ye (2009)
Adam Bhala Lough,Bomb the System (2002),The Motivation (2013),Weapons (2007)
Matthias Schweighöfer,Der Nanny (2015),Schlussmacher (2013),Vaterfreuden (2014),What a Man (2011)
Mariano Barroso,Hormigas en la boca (2005),Invisibles (2007),Lo mejor de Eva (2011),Todas las mujeres (2013),¡Hay motivo! (2004)
Michal (II) Gazda,Swiadek koronny (2007),Wataha (2014)
Pat (I) Higgins,Battlefield Death Tales (2012),Bordello Death Tales (2009),KillerKiller (2007),TrashHouse (2005)
Erika Randall Beahm,Leading Ladies (2010/I)
Cameron (I) McCulloch,Zombieworld (2015)
J.R.S. Storch,Phobia (2013),Phobia (2013)
Dan Eisen,Shark City (2009)
Steve Mudd,Seclusion (2006)
Johnny Soto,Showboys (2011)
Robbie Cavolina,Anita O'Day: The Life of a Jazz Singer (2007)
Tetsu Maeda,Buta ga ita kyôshitsu (2008),Yôki na gyangu ga chikyû o mawasu (2006)
Tamara Tunie,See You in September (2010)
Axelle Ropert,La famille Wolberg (2009)
Rodrigo (I) Prieto,Likeness (2013)
Peter Schrøder,Lotto (2006/I)
Nien-Jen Wu,10+10 (2011)
Panagiotis Kravvas,O thanatos pou onireftika (2010),R20 (2004)
Sarah (II) Smith,Arthur Christmas (2011)
David (VIII) Bryant,Dead Wood (2007)
Ben (VIII) Wright,Slavoj Zizek: The Reality of the Virtual (2004)
Siu Ming Tsui,Duo biao (2008)
Sven Pape,Hollywood Kills (2006),L.A. Twister (2004)
Nick Willing,Altar (2014),Doctor Sleep (2002),The River King (2005)
David (VI) Schneider,Stark Raving Mad (2002)
Alexander Greenhough,Kissy Kissy (2007)
Péter Tímár,A herceg haladéka (2006),Casting minden (2008),Le a fejjel! (2005),Vakvagányok (2001),Zimmer Feri 2. (2010)
Peter Scheerer,Brotherhood of Blood (2007)
Braden King,Here (2011/I)
Robby Benson,Billy: The Early Years (2008)
Nicolas Cage,Sonny (2002)
Suzan Beraza,Bag It (2010)
Lucian Read,99%: The Occupy Wall Street Collaborative Film (2013)
Ty Granoroli,Star Trek: The Experience - Borg Invasion 4D (2004)
Jesper Ganslandt,Apan (2009),Blondie (2012),Farväl Falkenberg (2006)
Michael Samonek,Table for Three (2009)
Jakob Verbruggen,Code 37 (2011)
Stijn Coninx,Marina (2013),Soeur Sourire (2009),Verder dan de maan (2003),Visions of Europe (2004)
Hans-Christian Schmid,Lichter (2003),Requiem (2006),Storm (2009/I),Was bleibt (2012/I)
Alan (XI) Brown,Book of Love (2004),Boys Life 4: Four Play (2003),Five Dances (2013),O Beautiful (2002),Private Romeo (2011)
Catherine Masud,Ontarjatra (2005)
Ari Gibson,The Cat Piano (2009)
Srinivasa (II) Reddy,Damarukam (2012)
Karl Kozak,Out of the Black (2001),Skid Marks (2007),The Unknown (2005)
Gustaf Åkerblom,Sune i fjällen (2014)
Jérémy Clapin,Skhizein (2008)
Ravi (I) Babu,Anasuya (2007)
Panna Rittikrai,BKO: Bangkok Knockout (2010),Kerd ma lui (2004),Ong-bak 2 (2008),Ong-bak 3 (2010),Rew thalu rew (2014),The Bodyguard (2004)
Jean Becker,Bienvenue parmi nous (2012),Bon rétablissement ! (2014),Deux jours à tuer (2008),Dialogue avec mon jardinier (2007),Effroyables jardins (2003),La tête en friche (2010),Un crime au paradis (2001)
Larry Golin,Cross Bronx (2004)
Daniel A. Miller,Évocateur: The Morton Downey Jr. Movie (2012)
Co Hoedeman,Fuyu no hi (2003)
Simon (II) Bell,Hidden Kingdoms (2014)
Ronnie Warner,The Love Section (2013)
Katie (III) Graham,Zero Charisma (2013)
Vincent Garenq,Comme les autres (2008),L'enquête (2014),Présumé coupable (2011)
Roger Kumble,College Road Trip (2008),Furry Vengeance (2010),Just Friends (2005),The Sweetest Thing (2002),Out of Order (2003)
Samir Karnik,Chaar Din Ki Chandni (2012),Heroes (2008),Kyun! Ho Gaya Na... (2004),Nanhe Jaisalmer: A Dream Come True (2007),Vaada Raha... I Promise (2009),Yamla Pagla Deewana (2011)
Suneel (I) Darshan,A Sublime Love Story: Barsaat (2005),Dosti: Friends Forever (2005),Ek Rishtaa: The Bond of Love (2001),Mere Jeevan Saathi (2006),Shakalaka Boom Boom (2007),Talaash: The Hunt Begins... (2003)
A.G. Amid,Rajathandhiram (2015)
Oguz Celik,Tut Sözünü (2015)
Nina Menkes,Phantom Love (2007)
Maximilian Egdechman,Peter Capusotto y sus videos (2006)
Herschel Faber,Cavemen (2013)
César Rodrigues,Uma Professora Muito Maluquinha (2011)
Marcela Said,El verano de los peces voladores (2013)
Major Ravi,Kandahar (2010),Karma Yodha (2012),Keerthi Chakra (2006),Kurukshetra (2008),Mission 90 Days (2007),Picket 43 (2015)
Miki (II) Fujimoto,Tokyo Mew Mew (2002)
Wendell Morris,The Medicine Show (2001)
Charles D. Ignacio,The Lady in Question Is Charles Busch (2005)
Ashley Horner,Brilliantlove (2010)
Jeff Leroy,The Witch's Sabbath (2005),Werewolf in a Womens Prison (2006)
Robert Festinger,Stars in Shorts (2012)
Umberto Riccioni Carteni,Diverso da chi? (2009),Studio illegale (2013)
Óscar Rojo,Omnívoros (2013)
Henrique Couto,Babysitter Massacre (2013)
Baran bo Odar,Das letzte Schweigen (2010),Who Am I - Kein System ist sicher (2014)
Maro Chermayeff,Half the Sky (2012)
Amnon Buchbinder,Whole New Thing (2005)
David (II) Schurmann,Desaparecidos (2011)
Zach LeBeau,The Scientist (2010/I)
Joseph (III) Graham,Strapped (2010),The Horror Network Vol. 1 (2013),Vanilla (2004)
Guillermo Amoedo,Retorno (2010),The Stranger (2014/IV)
Atsushi Muroga,Wangan middonaito the movie (2009)
Simon J. Smith,Bee Movie (2007),Penguins of Madagascar (2014),Shrek 4-D (2003)
David (I) Babakhanyan,Poker AM (2012)
Rhys (III) Thomas,Staten Island Summer (2015/II)
Lisa Leeman,Awake: The Life of Yogananda (2014)
Parker Cross,Fortunes (2005)
Neil (II) Diamond,Reel Injun (2009)
Michael (I) Dimich,Celebrity Name Game (2014)
Cristian Bernard,Regresados (2007)
Atsuko (I) Fukushima,Genius Party (2007)
Joby Harold,Awake (2007)
Douglas Horn,Babysitters Beware (2009),Entry Level (2007),Full Disclosure (2005)
Gerry Lively,Body Armour (2007),Dungeons & Dragons: Wrath of the Dragon God (2005)
Olivia (I) Silver,Arcadia (2012)
David Lee Madison,Mr. Hush (2010)
Bill L. Norton,Haunted (2002),The Guardian (2001)
Wayne Coyne,Christmas on Mars (2008)
Allison R. Hebble,La cucina (2007)
Jason (I) Yee,Dark Assassin (2007)
Luis (VII) Nieto,50 Kisses (2014)
Václav Havel,Odcházení (2011)
Manolo (I) Nieto,La perrera (2006)
Hyun-seok Kim,Gwangshiki dongsaeng gwangtae (2005),Si-ra-no; Yeon-ae-jo-jak-do (2010),Yeolhansi (2013),YMCA Yagudan (2002)
Tyler (I) Perry,A Madea Christmas (2013),Aunt Bam's Place (2012),Daddy's Little Girls (2007),For Colored Girls (2010),Good Deeds (2012),I Can Do Bad All by Myself (2009),Madea Gets a Job (2013),Madea Goes to Jail (2009),Madea's Big Happy Family (2011),Madea's Family Reunion (2006),Madea's Witness Protection (2012),Meet the Browns (2008),Temptation: Confessions of a Marriage Counselor (2013),The Family That Preys (2008),The Single Moms Club (2014),Tyler Perry's Madea's Neighbors From Hell (2014),Why Did I Get Married Too? (2010),Why Did I Get Married? (2007)
Scott (I) Falconer,True Vinyl (2004)
Osmond Karim,För kärleken (2010),Om Sara (2005)
Farah (I) Khan,Happy New Year (2014/I),Main Hoon Na (2004),Om Shanti Om (2007),Tees Maar Khan (2010)
Sam (IV) Anton,Darling (2015/III)
Alexander (I) Hahn,Midsummer Madness (2007)
Hayao Miyazaki,Gake no ue no Ponyo (2008),Hauru no ugoku shiro (2004),Hoshi wo katta hi (2006),Kaze tachinu (2013),Koro no dai-sanpo (2002),Kujira tori (2001),Mei to Koneko basu (2002),Mizugumo Monmon (2006),Sen to Chihiro no Kamikakushi (2001),Yadosagashi (2006)
Christopher (I) Morris,Four Lions (2010),My Wrongs 8245-8249 and 117 (2002)
Woo-Suk Kang,Geulreobeu (2011),Gonggongui jeog (2002),Gonggongui jeog 2 (2005),Hanbando (2006),Iggi (2010),Jeonseolui joomeok (2013),Kang Chul-jung: Gonggongui jeog 1-1 (2008),Silmido (2003)
Julia Dyer,The Playroom (2012)
Ahmed (I) Alaa,Badal Faqed (2009)
Dan (I) DiFelice,Anomaly (2014/II)
Robert (III) Greene,Actress (2014)
Drew Bolduc,The Taint (2011)
Hugo Vieira da Silva,Body Rice (2006)
Karthik Subbaraj,Jigarthanda (2014),Pizza (2012/II)
Juraj Nvota,Muzika (2008),The Confidant (2012)
Lee (II) Hampton,Broken (2012/VIII),Distressed (2011),Falling (2015/II),Home (2012/V),The Darksiders 2 (2014)
Petrichor Bharali,The Lookalike (2006)
Michael Goi,Megan Is Missing (2011)
Eran Riklis,Dancing Arabs (2014),Etz Limon (2008),Playoff (2011),The Human Resources Manager (2010),The Syrian Bride (2004),Zaytoun (2012)
Alastair Orr,Expiration (2011),Indigenous (2014),The Unforgiving (2010)
Michael (I) Flynn,Midway to Heaven (2011)
Daniel Lapaine,48 Shades (2006)
George Santo Pietro,Kept (2001)
Chi-Leung Law,Bong ga (2007),Chung buk ji (2005),Huang cun gong yu (2010),Jiu ming (2004),Xiao shi de zi dan (2012),Yee do hung gaan (2002)
Shainee Gabel,A Love Song for Bobby Long (2004)
Carlos César Arbeláez,Los colores de la montaña (2010)
Patricia Rozema,Kit Kittredge: An American Girl (2008)
Petra Epperlein,Fightville (2011),Gunner Palace (2004)
Seiji Chiba,Alien vs. Ninja (2010),Kunoichi (2011)
Sachin Kamlakar Khot,Ugly Aur Pagli (2008)
Tom Raycove,Toxin (2014)
Christopher Scott Cherot,G (2002)
Zübeyr Sasmaz,Acliga Doymak (2012),Kurtlar Vadisi: Filistin (2011),Muro: Nalet Olsun Içimdeki Insan Sevgisine (2008)
Dennis Dortch,A Good Day to Be Black & Sexy (2008)
Shu-peng Yang,Pi fu (2012),Wo de tangchao xiongdi (2009)
Masoud Dehnamaki,Deportees 3 (2011),Ekhrajiha (2007),Ekhrajiha 2 (2009),Merajiha (2014),Scandal (2013)
Azizollah Hamidnezhad,Ashk-e sarma (2004)
Martin Högdahl,Isdraken (2012)
Mirko Locatelli,Il primo giorno d'inverno (2008)
Prasanna Vithanage,Akasa Kusum (2008)
Aaron Lubarsky,Journeys with George (2002)
Peter Lindmark,Exit (2006/I),Rånarna (2003)
Wiktor Grodecki,Nienasycenie (2003)
Achero Mañas,Noviembre (2003),Todo lo que tú quieras (2010)
Thomas (II) Carter,Coach Carter (2005),Save the Last Dance (2001),When the Game Stands Tall (2014)
John (I) McTiernan,Basic (2003),Rollerball (2002)
Howard Himelstein,My Sexiest Year (2007)
Liam Saury,Corto Maltese - La ballade de la mer salée (2002),Corto Maltese: La maison dorée de Samarkand (2002)
Bas Devos,Violet (2014/III)
Todd Haynes,Carol (2015),Far from Heaven (2002),I'm Not There. (2007)
Stephen Cedars,Our RoboCop Remake (2014)
Juris Poskus,Kolka Cool (2011)
Jesse James (I) Miller,Becoming Redwood (2012),The Good Son: The Life of Ray Boom Boom Mancini (2013),The Seamstress (2009)
Andrey Proshkin,Igry motylkov (2004),Orda (2012),Orlean (2015)
Frances (I) Lea,Strawberry Fields (2012)
Kudret Sabanci,Anlat Istanbul (2005),Karaoglan (2013),Aliye (2004),Zerda (2002)
Declan (I) O'Brien,Joy Ride 3 (2014),Wrong Turn 4: Bloody Beginnings (2011)
Haldane Duncan,River City (2002)
Lana Wachowski,Cloud Atlas (2012),Jupiter Ascending (2015),Speed Racer (2008),The Matrix Reloaded (2003),The Matrix Revolutions (2003)
Thom Fitzgerald,3 Needles (2005),Cloudburst (2011),The Event (2003),The Wild Dogs (2002)
Peter Mettler,The End of Time (2012)
Hakki Görgülü,Harbi define (2010)
Yôjirô Takita,Ashura-jô no hitomi (2005),Mibu gishi den (2002),Okuribito (2008),Onmyoji (2001),Onmyoji 2 (2003),Tenchi meisatsu (2012)
David J. Burke,Edison (2005)
Hugh (II) Sullivan,The Infinite Man (2014)
Shawn (I) Stutler,Dead at the Box Office (2005)
Laura Bispuri,Vergine giurata (2015)
